id,title,url
6299,Automated Job Extraction And Publishing With Rag Jina Ai And Openai To Wordpress,https://n8n.io/workflows/6299-automated-job-extraction-and-publishing-with-rag-jina-ai-and-openai-to-wordpress/
6216,Automate Cv Screening And Candidate Validation With Ai And Email Parsing,https://n8n.io/workflows/6216-automate-cv-screening-and-candidate-validation-with-ai-and-email-parsing/
6207,Automate Cv Screening With Gpt 4O Mini Gmail To Google Sheets Hr Evaluation System,https://n8n.io/workflows/6207-automate-cv-screening-with-gpt-4o-mini-gmail-to-google-sheets-hr-evaluation-system/
6144,Automate Job Posting Creation With Forms Dropbox And Foxit Pdf Generation,https://n8n.io/workflows/6144-automate-job-posting-creation-with-forms-dropbox-and-foxit-pdf-generation/
6071,Automate Candidate Evaluation With Gpt 4 Scoring And Gmail Notifications,https://n8n.io/workflows/6071-automate-candidate-evaluation-with-gpt-4-scoring-and-gmail-notifications/
5879,Automated New Hire Appointment Letters With Google Docs Hr Approval And Gmail,https://n8n.io/workflows/5879-automated-new-hire-appointment-letters-with-google-docs-hr-approval-and-gmail/
5790,Automated Hr Screening With Vapi Ai Calls Gemini Analysis And Google Sheets,https://n8n.io/workflows/5790-automated-hr-screening-with-vapi-ai-calls-gemini-analysis-and-google-sheets/
5752,Extract Structured Candidate Data From Resumes With Gpt Ai,https://n8n.io/workflows/5752-extract-structured-candidate-data-from-resumes-with-gpt-ai/
5737,Automated Job Finder Agent,https://n8n.io/workflows/5737-automated-job-finder-agent/
5735,Automate Employee Date Tracking And Reminders For Hr With Javascript,https://n8n.io/workflows/5735-automate-employee-date-tracking-and-reminders-for-hr-with-javascript/
5713,Automate Job Application Processing From Forms To Telegram For Hr Teams,https://n8n.io/workflows/5713-automate-job-application-processing-from-forms-to-telegram-for-hr-teams/
5481,Automate Interview Scheduling And Data Cleanup With Calcom And Google Sheets,https://n8n.io/workflows/5481-automate-interview-scheduling-and-data-cleanup-with-calcom-and-google-sheets/
5480,Automated Resume Scoring With Gemini Llm Gmail And Notion Job Profiles,https://n8n.io/workflows/5480-automated-resume-scoring-with-gemini-llm-gmail-and-notion-job-profiles/
5464,Screen Resumes And Send Follow Ups With Openai Gpt 4O Google Sheets And Gmail,https://n8n.io/workflows/5464-screen-resumes-and-send-follow-ups-with-openai-gpt-4o-google-sheets-and-gmail/
5453,Resume Screening And Evaluation System With Gemini Ai Google Sheets And Drive For Hr,https://n8n.io/workflows/5453-resume-screening-and-evaluation-system-with-gemini-ai-google-sheets-and-drive-for-hr/
5329,Bamboohr Tool Mcp Server All 15 Operations,https://n8n.io/workflows/5329-bamboohr-tool-mcp-server-all-15-operations/
5306,Ai Resume Processing And Github Analysis With Vlm Run,https://n8n.io/workflows/5306-ai-resume-processing-and-github-analysis-with-vlm-run/
5232,Generate Job Automation Analysis With Gpt 4 Tavily And Telegram,https://n8n.io/workflows/5232-generate-job-automation-analysis-with-gpt-4-tavily-and-telegram/
5099,Talentflow Ai Instantly Evaluate Applicants Github Linkedin Using Ai,https://n8n.io/workflows/5099-talentflow-ai-instantly-evaluate-applicants-github-linkedin-using-ai/
5022,Linkedin Talent Pipeline Ai Powered Candidate Search And Ranking With Gpt 4O,https://n8n.io/workflows/5022-linkedin-talent-pipeline-ai-powered-candidate-search-and-ranking-with-gpt-4o/
5001,Interview Scheduling Automation With Google Sheets Calendar Gmail And Gpt 4O,https://n8n.io/workflows/5001-interview-scheduling-automation-with-google-sheets-calendar-gmail-and-gpt-4o/
4975,Automated Hr Service System With Whatsapp Gpt 4 Classification And Google Workspace,https://n8n.io/workflows/4975-automated-hr-service-system-with-whatsapp-gpt-4-classification-and-google-workspace/
4813,Save Time Hiring With Ai Automate Screening Assessments And Interviews,https://n8n.io/workflows/4813-save-time-hiring-with-ai-automate-screening-assessments-and-interviews/
4775,Linkedin Job Finder Automation Using Bright Data Api And Google Sheets,https://n8n.io/workflows/4775-linkedin-job-finder-automation-using-bright-data-api-and-google-sheets/
4727,Automate Candidate Screening With Llamaindex And Gpt For Email Responses,https://n8n.io/workflows/4727-automate-candidate-screening-with-llamaindex-and-gpt-for-email-responses/
4708,Anonymize And Reformat Cvs With Gemini Ai Google Sheets And Apps Script,https://n8n.io/workflows/4708-anonymize-and-reformat-cvs-with-gemini-ai-google-sheets-and-apps-script/
4653,Linkedin Profile Extract And Build Json Resume With Bright Data And Google Gemini,https://n8n.io/workflows/4653-linkedin-profile-extract-and-build-json-resume-with-bright-data-and-google-gemini/
4545,Ai Powered Employee Database Management Via Telegram Using Openai And Airtable,https://n8n.io/workflows/4545-ai-powered-employee-database-management-via-telegram-using-openai-and-airtable/
4514,Ai Powered Hr Interview System With Beyondpresence,https://n8n.io/workflows/4514-ai-powered-hr-interview-system-with-beyondpresence/
4481,Ai Powered Candidate Screening And Evaluation Workflow Using Openai And Airtable,https://n8n.io/workflows/4481-ai-powered-candidate-screening-and-evaluation-workflow-using-openai-and-airtable/
4383,Remote Job Updates Pipeline With Remoteok Airtable And Telegram,https://n8n.io/workflows/4383-remote-job-updates-pipeline-with-remoteok-airtable-and-telegram/
4330,Automated Resume Job Matching Engine With Bright Data Mcp And Openai 4O Mini,https://n8n.io/workflows/4330-automated-resume-job-matching-engine-with-bright-data-mcp-and-openai-4o-mini/
4278,Extract And Structure Hacker News Job Posts With Gemini Ai And Save To Airtable,https://n8n.io/workflows/4278-extract-and-structure-hacker-news-job-posts-with-gemini-ai-and-save-to-airtable/
4230,Automate Job Search And Matching With Adzuna Api Gpt 35 And Google Sheets,https://n8n.io/workflows/4230-automate-job-search-and-matching-with-adzuna-api-gpt-35-and-google-sheets/
4228,Transform Raw Hiring Transcripts Into Briefs And Scorecards With Ai And Google Docs,https://n8n.io/workflows/4228-transform-raw-hiring-transcripts-into-briefs-and-scorecards-with-ai-and-google-docs/
4106,Resume Data Extraction And Storage In Supabase From Email Attachments,https://n8n.io/workflows/4106-resume-data-extraction-and-storage-in-supabase-from-email-attachments/
4055,Ai Talent Screener Cv Parser Job Fit Evaluator And Email Notifier,https://n8n.io/workflows/4055-ai-talent-screener-cv-parser-job-fit-evaluator-and-email-notifier/
3860,Automate Employee Onboarding With Slack Jira And Google Workspace Integration,https://n8n.io/workflows/3860-automate-employee-onboarding-with-slack-jira-and-google-workspace-integration/
3838,Automated Resume Screening And Ranking With Llama 4 Ai And Google Workspace,https://n8n.io/workflows/3838-automated-resume-screening-and-ranking-with-llama-4-ai-and-google-workspace/
3765,Resume Screening And Behavioral Interviews With Gemini Elevenlabs And Notion Ats,https://n8n.io/workflows/3765-resume-screening-and-behavioral-interviews-with-gemini-elevenlabs-and-notion-ats/
3649,Automate Whatsapp Tests And Rank Results With Postgresql Module Quiz,https://n8n.io/workflows/3649-automate-whatsapp-tests-and-rank-results-with-postgresql-module-quiz/
3638,Build Your Own Custom Api Mcp Server,https://n8n.io/workflows/3638-build-your-own-custom-api-mcp-server/
3612,Automate Testing And Collect Responses Via Telegram In Postgres Module Quiz,https://n8n.io/workflows/3612-automate-testing-and-collect-responses-via-telegram-in-postgres-module-quiz/
3546,Screen And Score Resumes From Gmail To Sheets With Ai,https://n8n.io/workflows/3546-screen-and-score-resumes-from-gmail-to-sheets-with-ai/
3457,Classify Emails And Extract Structured Data From Job Applications With Gpt 4O,https://n8n.io/workflows/3457-classify-emails-and-extract-structured-data-from-job-applications-with-gpt-4o/
3363,Automated Interview Scheduling With Gpt 4O And Google Calendar Chat Bot,https://n8n.io/workflows/3363-automated-interview-scheduling-with-gpt-4o-and-google-calendar-chat-bot/
3318,Automated Resume Review System Using Openai Google Sheets,https://n8n.io/workflows/3318-automated-resume-review-system-using-openai-google-sheets/
3259,Automate Linkedin Candidates Sourcing With Google X Ray Boolean Search,https://n8n.io/workflows/3259-automate-linkedin-candidates-sourcing-with-google-x-ray-boolean-search/
2860,Ai Automated Hr Workflow For Cv Analysis And Candidate Evaluation,https://n8n.io/workflows/2860-ai-automated-hr-workflow-for-cv-analysis-and-candidate-evaluation/
2780,Ai Data Extraction With Dynamic Prompts And Baserow,https://n8n.io/workflows/2780-ai-data-extraction-with-dynamic-prompts-and-baserow/
2773,Hr Job Posting And Evaluation With Ai,https://n8n.io/workflows/2773-hr-job-posting-and-evaluation-with-ai/
2771,Ai Data Extraction With Dynamic Prompts And Airtable,https://n8n.io/workflows/2771-ai-data-extraction-with-dynamic-prompts-and-airtable/
2757,Ai Powered Candidate Shortlisting Automation For Erpnext,https://n8n.io/workflows/2757-ai-powered-candidate-shortlisting-automation-for-erpnext/
2632,Screen Applicants With Ai Notify Hr And Save Them In A Google Sheet,https://n8n.io/workflows/2632-screen-applicants-with-ai-notify-hr-and-save-them-in-a-google-sheet/
2579,Handling Job Application Submissions With Ai And N8N Forms,https://n8n.io/workflows/2579-handling-job-application-submissions-with-ai-and-n8n-forms/
2572,Cv Screening With Openai,https://n8n.io/workflows/2572-cv-screening-with-openai/
2416,Cv Resume Pdf Parsing With Multimodal Vision Ai,https://n8n.io/workflows/2416-cv-resume-pdf-parsing-with-multimodal-vision-ai/
2277,Training Feedback Automation With Usertask And Airtable,https://n8n.io/workflows/2277-training-feedback-automation-with-usertask-and-airtable/
2170,Extract Data From Resume And Create Pdf With Gotenberg,https://n8n.io/workflows/2170-extract-data-from-resume-and-create-pdf-with-gotenberg/
1954,Ai Agent Chat,https://n8n.io/workflows/1954-ai-agent-chat/
1951,Scrape And Summarize Webpages With Ai,https://n8n.io/workflows/1951-scrape-and-summarize-webpages-with-ai/
1934,Telegram Ai Chatbot,https://n8n.io/workflows/1934-telegram-ai-chatbot/
1862,Openai Gpt 3 Company Enrichment From Website Content,https://n8n.io/workflows/1862-openai-gpt-3-company-enrichment-from-website-content/
1750,Creating An Api Endpoint,https://n8n.io/workflows/1750-creating-an-api-endpoint/
1748,Pulling Data From Services That N8N Doesnt Have A Pre Built Integration For,https://n8n.io/workflows/1748-pulling-data-from-services-that-n8n-doesnt-have-a-pre-built-integration-for/
1747,Joining Different Datasets,https://n8n.io/workflows/1747-joining-different-datasets/
1700,Very Quick Quickstart,https://n8n.io/workflows/1700-very-quick-quickstart/
1534,Back Up Your N8N Workflows To Github,https://n8n.io/workflows/1534-back-up-your-n8n-workflows-to-github/
1465,Collect Absences From Google Calendars,https://n8n.io/workflows/1465-collect-absences-from-google-calendars/
1435,Convert Json To An Excel File,https://n8n.io/workflows/1435-convert-json-to-an-excel-file/
1107,Enrich And Manage Candidates Data In Notion,https://n8n.io/workflows/1107-enrich-and-manage-candidates-data-in-notion/
854,Weekly Coffee Chat Matrix Version,https://n8n.io/workflows/854-weekly-coffee-chat-matrix-version/
853,Weekly Coffee Chat Mattermost Version,https://n8n.io/workflows/853-weekly-coffee-chat-mattermost-version/
