id,title,url
3719,Extract And Classify Invoices And Receipts With Gmail Openai And Google Drive,https://n8n.io/workflows/3719-extract-and-classify-invoices-and-receipts-with-gmail-openai-and-google-drive/
3618,Auto Invoice And Receipt Ocr To Google Sheets Drive Gmail And Telegram Triggers,https://n8n.io/workflows/3618-auto-invoice-and-receipt-ocr-to-google-sheets-drive-gmail-and-telegram-triggers/
3545,Automate Purchase Order Form Submissions From Outlook Excel Attachments With Ai,https://n8n.io/workflows/3545-automate-purchase-order-form-submissions-from-outlook-excel-attachments-with-ai/
3396,Parse Incoming Invoices From Outlook Using Ai Document Understanding,https://n8n.io/workflows/3396-parse-incoming-invoices-from-outlook-using-ai-document-understanding/
3333,Generate Pdf Invoices With Customjs Api,https://n8n.io/workflows/3333-generate-pdf-invoices-with-customjs-api/
3073,Extract Data From Yape Receipts Via Telegram Ocr And Store In Google Sheets,https://n8n.io/workflows/3073-extract-data-from-yape-receipts-via-telegram-ocr-and-store-in-google-sheets/
3016,Invoices From Gmail To Drive And Google Sheets,https://n8n.io/workflows/3016-invoices-from-gmail-to-drive-and-google-sheets/
2887,Export Pdf Invoices From Smartbill To Google Drive,https://n8n.io/workflows/2887-export-pdf-invoices-from-smartbill-to-google-drive/
2867,Credit Card Payment Reminder And Tracking For Taiwan Banks,https://n8n.io/workflows/2867-credit-card-payment-reminder-and-tracking-for-taiwan-banks/
2807,Create Quickbooks Online Customers With Sales Receipts For New Stripe Payments,https://n8n.io/workflows/2807-create-quickbooks-online-customers-with-sales-receipts-for-new-stripe-payments/
2707,Food Delivery Notifications And Easy Expense Tracking,https://n8n.io/workflows/2707-food-delivery-notifications-and-easy-expense-tracking/
2675,Generate Stripe Invoice And Send It By Email,https://n8n.io/workflows/2675-generate-stripe-invoice-and-send-it-by-email/
2661,Parse Pdf With Llamaparse And Save To Airtable,https://n8n.io/workflows/2661-parse-pdf-with-llamaparse-and-save-to-airtable/
2461,Telegram Payment Invoicing And Refund Workflow For Stars,https://n8n.io/workflows/2461-telegram-payment-invoicing-and-refund-workflow-for-stars/
2450,One Way Sync Stripe Invoice Pdfs To A S3 Bucket,https://n8n.io/workflows/2450-one-way-sync-stripe-invoice-pdfs-to-a-s3-bucket/
2393,Save N8N Cloud Invoices Received In Gmail In Google Drive,https://n8n.io/workflows/2393-save-n8n-cloud-invoices-received-in-gmail-in-google-drive/
2389,Recognize Invoices Receipts From Google Drive And Put Them Into Google Sheets,https://n8n.io/workflows/2389-recognize-invoices-receipts-from-google-drive-and-put-them-into-google-sheets/
2359,Get Customfields From The Stripe Api,https://n8n.io/workflows/2359-get-customfields-from-the-stripe-api/
2320,Invoice Data Extraction With Llamaparse And Openai,https://n8n.io/workflows/2320-invoice-data-extraction-with-llamaparse-and-openai/
1954,Ai Agent Chat,https://n8n.io/workflows/1954-ai-agent-chat/
1951,Scrape And Summarize Webpages With Ai,https://n8n.io/workflows/1951-scrape-and-summarize-webpages-with-ai/
1934,Telegram Ai Chatbot,https://n8n.io/workflows/1934-telegram-ai-chatbot/
1862,Openai Gpt 3 Company Enrichment From Website Content,https://n8n.io/workflows/1862-openai-gpt-3-company-enrichment-from-website-content/
1834,Send New Clockify Invoice To Notion Database,https://n8n.io/workflows/1834-send-new-clockify-invoice-to-notion-database/
1750,Creating An Api Endpoint,https://n8n.io/workflows/1750-creating-an-api-endpoint/
1748,Pulling Data From Services That N8N Doesnt Have A Pre Built Integration For,https://n8n.io/workflows/1748-pulling-data-from-services-that-n8n-doesnt-have-a-pre-built-integration-for/
1747,Joining Different Datasets,https://n8n.io/workflows/1747-joining-different-datasets/
1700,Very Quick Quickstart,https://n8n.io/workflows/1700-very-quick-quickstart/
1590,Upload Invoices From Gmail To Google Drive,https://n8n.io/workflows/1590-upload-invoices-from-gmail-to-google-drive/
1546,Create A Quickbooks Invoice On A New Onfleet Task Creation,https://n8n.io/workflows/1546-create-a-quickbooks-invoice-on-a-new-onfleet-task-creation/
1534,Back Up Your N8N Workflows To Github,https://n8n.io/workflows/1534-back-up-your-n8n-workflows-to-github/
1467,Notify On New Emails With Invoices In Slack,https://n8n.io/workflows/1467-notify-on-new-emails-with-invoices-in-slack/
1466,Extract Expenses From Emails And Add To Google Sheets,https://n8n.io/workflows/1466-extract-expenses-from-emails-and-add-to-google-sheets/
1435,Convert Json To An Excel File,https://n8n.io/workflows/1435-convert-json-to-an-excel-file/
989,Create An Invoice Based On The Typeform Submission,https://n8n.io/workflows/989-create-an-invoice-based-on-the-typeform-submission/
949,Create A Customer And Send The Invoice Automatically,https://n8n.io/workflows/949-create-a-customer-and-send-the-invoice-automatically/
741,Extract Infromation From A Receipt And Store It In Airtable,https://n8n.io/workflows/741-extract-infromation-from-a-receipt-and-store-it-in-airtable/
739,Detect And Store The Information About A Purchase Using The Image Of A Receipt,https://n8n.io/workflows/739-detect-and-store-the-information-about-a-purchase-using-the-image-of-a-receipt/
702,Extract Information From An Image Of A Receipt,https://n8n.io/workflows/702-extract-information-from-an-image-of-a-receipt/
684,Add Data From A Photo To Google Sheets,https://n8n.io/workflows/684-add-data-from-a-photo-to-google-sheets/
543,Get Invoices From Xero,https://n8n.io/workflows/543-get-invoices-from-xero/
535,Receive Updates On A New Invoice Via Invoice Ninja,https://n8n.io/workflows/535-receive-updates-on-a-new-invoice-via-invoice-ninja/
398,Create An Invoice In Google Sheets Based On Typeform Submission,https://n8n.io/workflows/398-create-an-invoice-in-google-sheets-based-on-typeform-submission/
